site_year_code,transect,point,height,species,native_status,life_history,plant_code,stature
SUDU-2009,18.0,8.0,Low,lupinus arboreus,Native,Perennial,LUAR,Shrub
SUDU-2009,19.0,2.0,Low,lupinus arboreus,Native,Perennial,LUAR,Shrub
SUDU-2009,20.0,4.0,Low,lupinus arboreus,Native,Perennial,LUAR,Shrub
SUDU-2009,20.0,5.0,Low,lupinus arboreus,Native,Perennial,LUAR,Shrub
SUDU-2009,20.0,6.0,Low,lupinus arboreus,Native,Perennial,LUAR,Shrub
SUDU-2009,20.0,7.0,Low,lupinus arboreus,Native,Perennial,LUAR,Shrub
SUDU-2009,20.0,22.0,Low,lupinus arboreus,Native,Perennial,LUAR,Shrub
SUDU-2010,18.0,1.0,Low,lupinus arboreus,Native,Perennial,LUAR,Shrub
SUDU-2010,18.0,1.0,Medium,lupinus arboreus,Native,Perennial,LUAR,Shrub
SUDU-2010,30.0,55.0,Medium,lupinus arboreus,Native,Perennial,LUAR,Shrub
SUDU-2010,60.0,43.0,Low,lupinus arboreus,Native,Perennial,LUAR,Shrub
SUDU-2010,60.0,43.0,Medium,lupinus arboreus,Native,Perennial,LUAR,Shrub
SUDU-2011,63.0,1.0,Low,lupinus arboreus,Native,Perennial,LUAR,Shrub
SUDU-2011,63.0,1.0,Medium,lupinus arboreus,Native,Perennial,LUAR,Shrub
SUDU-2011,63.0,57.0,Low,lupinus arboreus,Native,Perennial,LUAR,Shrub
SUDU-2011,63.0,57.0,Medium,lupinus arboreus,Native,Perennial,LUAR,Shrub
SUDU-2012,14.0,63.0,Low,lupinus arboreus,Native,Perennial,LUAR,Shrub
SUDU-2012,14.0,56.0,Medium,lupinus arboreus,Native,Perennial,LUAR,Shrub
SUDU-2013,28.0,14.0,Low,lupinus arboreus,Native,Perennial,LUAR,Shrub
SUDU-2013,28.0,14.0,Medium,lupinus arboreus,Native,Perennial,LUAR,Shrub
SUDU-2012,42.0,49.0,Low,lupinus arboreus,Native,Perennial,LUAR,Shrub
SUDU-2012,63.0,56.0,Low,lupinus arboreus,Native,Perennial,LUAR,Shrub
SUDU-2012,63.0,56.0,Medium,lupinus arboreus,Native,Perennial,LUAR,Shrub
SUDU-2012,63.0,0.0,Medium,lupinus arboreus,Native,Perennial,LUAR,Shrub
SUDU-2012,77.0,35.0,Low,lupinus arboreus,Native,Perennial,LUAR,Shrub
SUDU-2012,77.0,35.0,Medium,lupinus arboreus,Native,Perennial,LUAR,Shrub
NMS-2012,4.0,16.0,Low,lupinus chamissonis,Native,Perennial,LUCH,Shrub
NMS-2012,8.0,20.0,Low,lupinus chamissonis,Native,Perennial,LUCH,Shrub
NMS-2012,24.0,16.0,Low,lupinus chamissonis,Native,Perennial,LUCH,Shrub
NMS-2012,32.0,4.0,Low,lupinus chamissonis,Native,Perennial,LUCH,Shrub
NMS-2012,40.0,4.0,Low,lupinus chamissonis,Native,Perennial,LUCH,Shrub
NMS-2012,44.0,4.0,Low,lupinus chamissonis,Native,Perennial,LUCH,Shrub
NMS-2012,48.0,0.0,Low,lupinus chamissonis,Native,Perennial,LUCH,Shrub
NMS-2012,52.0,12.0,Low,lupinus chamissonis,Native,Perennial,LUCH,Shrub
NMS-2012,52.0,4.0,Low,lupinus chamissonis,Native,Perennial,LUCH,Shrub
NMS-2012,52.0,0.0,Low,lupinus chamissonis,Native,Perennial,LUCH,Shrub
NMS-2012,56.0,4.0,Low,lupinus chamissonis,Native,Perennial,LUCH,Shrub
NMS-2012,56.0,12.0,Low,lupinus chamissonis,Native,Perennial,LUCH,Shrub
NMS-2010,28.0,16.0,Low,lupinus chamissonis,Native,Perennial,LUCH,Shrub
NMS-2010,72.0,20.0,Low,lupinus chamissonis,Native,Perennial,LUCH,Shrub
NMS-2012,8.0,20.0,Medium,lupinus chamissonis,Native,Perennial,LUCH,Shrub
NMS-2012,24.0,16.0,Medium,lupinus chamissonis,Native,Perennial,LUCH,Shrub
NMS-2012,40.0,4.0,Medium,lupinus chamissonis,Native,Perennial,LUCH,Shrub
NMS-2012,44.0,4.0,Medium,lupinus chamissonis,Native,Perennial,LUCH,Shrub
NMS-2012,52.0,12.0,Medium,lupinus chamissonis,Native,Perennial,LUCH,Shrub
NMS-2012,56.0,12.0,Medium,lupinus chamissonis,Native,Perennial,LUCH,Shrub
NMS-2012,60.0,4.0,Medium,lupinus chamissonis,Native,Perennial,LUCH,Shrub
NMS-2010,28.0,16.0,Medium,lupinus chamissonis,Native,Perennial,LUCH,Shrub
NMS-2010,72.0,20.0,Medium,lupinus chamissonis,Native,Perennial,LUCH,Shrub
SUDU-2008,6.0,5.0,Low,lupinus chamissonis,Native,Perennial,LUCH,Shrub
SUDU-2008,7.0,6.0,Low,lupinus chamissonis,Native,Perennial,LUCH,Shrub
SUDU-2008,15.0,5.0,Low,lupinus chamissonis,Native,Perennial,LUCH,Shrub
SUDU-2008,16.0,2.0,Low,lupinus chamissonis,Native,Perennial,LUCH,Shrub
SUDU-2008,16.0,8.0,Low,lupinus chamissonis,Native,Perennial,LUCH,Shrub
SUDU-2008,17.0,3.0,Low,lupinus chamissonis,Native,Perennial,LUCH,Shrub
SUDU-2009,5.0,23.0,Low,lupinus chamissonis,Native,Perennial,LUCH,Shrub
SUDU-2009,9.0,16.0,Low,lupinus chamissonis,Native,Perennial,LUCH,Shrub
SUDU-2009,14.0,22.0,Low,lupinus chamissonis,Native,Perennial,LUCH,Shrub
SUDU-2009,16.0,5.0,Low,lupinus chamissonis,Native,Perennial,LUCH,Shrub
SUDU-2009,16.0,8.0,Low,lupinus chamissonis,Native,Perennial,LUCH,Shrub
SUDU-2009,18.0,1.0,Low,lupinus chamissonis,Native,Perennial,LUCH,Shrub
SUDU-2010,0.0,25.0,Low,lupinus chamissonis,Native,Perennial,LUCH,Shrub
SUDU-2010,6.0,1.0,Low,lupinus chamissonis,Native,Perennial,LUCH,Shrub
SUDU-2010,6.0,1.0,Medium,lupinus chamissonis,Native,Perennial,LUCH,Shrub
SUDU-2010,12.0,13.0,Low,lupinus chamissonis,Native,Perennial,LUCH,Shrub
SUDU-2010,12.0,13.0,Medium,lupinus chamissonis,Native,Perennial,LUCH,Shrub
SUDU-2010,12.0,31.0,Low,lupinus chamissonis,Native,Perennial,LUCH,Shrub
SUDU-2010,12.0,43.0,Low,lupinus chamissonis,Native,Perennial,LUCH,Shrub
SUDU-2010,12.0,43.0,Medium,lupinus chamissonis,Native,Perennial,LUCH,Shrub
SUDU-2010,42.0,25.0,Medium,lupinus chamissonis,Native,Perennial,LUCH,Shrub
SUDU-2010,60.0,49.0,Medium,lupinus chamissonis,Native,Perennial,LUCH,Shrub
SUDU-2010,60.0,55.0,Medium,lupinus chamissonis,Native,Perennial,LUCH,Shrub
SUDU-2011,14.0,15.0,Low,lupinus chamissonis,Native,Perennial,LUCH,Shrub
SUDU-2011,21.0,43.0,Low,lupinus chamissonis,Native,Perennial,LUCH,Shrub
SUDU-2011,21.0,43.0,Medium,lupinus chamissonis,Native,Perennial,LUCH,Shrub
SUDU-2011,28.0,1.0,Low,lupinus chamissonis,Native,Perennial,LUCH,Shrub
SUDU-2011,70.0,29.0,Low,lupinus chamissonis,Native,Perennial,LUCH,Shrub
SUDU-2011,70.0,29.0,Medium,lupinus chamissonis,Native,Perennial,LUCH,Shrub
SUDU-2012,28.0,21.0,Low,lupinus chamissonis,Native,Perennial,LUCH,Shrub
SUDU-2012,28.0,35.0,Low,lupinus chamissonis,Native,Perennial,LUCH,Shrub
NMS-2011,0.0,7.0,Low,madia sativa,Native,Annual,MASA,Forb
NMS-2011,12.0,3.0,Low,madia sativa,Native,Annual,MASA,Forb
NMS-2011,16.0,11.0,Low,madia sativa,Native,Annual,MASA,Forb
NMS-2011,20.0,7.0,Low,madia sativa,Native,Annual,MASA,Forb
NMS-2011,24.0,7.0,Low,madia sativa,Native,Annual,MASA,Forb
NMS-2012,4.0,8.0,Low,madia sativa,Native,Annual,MASA,Forb
NMS-2012,4.0,12.0,Low,madia sativa,Native,Annual,MASA,Forb
NMS-2012,8.0,8.0,Low,madia sativa,Native,Annual,MASA,Forb
NMS-2012,16.0,8.0,Low,madia sativa,Native,Annual,MASA,Forb
NMS-2012,16.0,12.0,Low,madia sativa,Native,Annual,MASA,Forb
NMS-2012,20.0,20.0,Low,madia sativa,Native,Annual,MASA,Forb
NMS-2012,24.0,4.0,Low,madia sativa,Native,Annual,MASA,Forb
NMS-2012,28.0,4.0,Low,madia sativa,Native,Annual,MASA,Forb
NMS-2010,20.0,0.0,Low,madia sativa,Native,Annual,MASA,Forb
NMS-2010,28.0,0.0,Low,madia sativa,Native,Annual,MASA,Forb
NMS-2010,28.0,4.0,Low,madia sativa,Native,Annual,MASA,Forb
NMS-2010,28.0,8.0,Low,madia sativa,Native,Annual,MASA,Forb
NMS-2010,28.0,12.0,Low,madia sativa,Native,Annual,MASA,Forb
NMS-2010,32.0,0.0,Low,madia sativa,Native,Annual,MASA,Forb
NMS-2010,32.0,4.0,Low,madia sativa,Native,Annual,MASA,Forb
NMS-2010,36.0,4.0,Low,madia sativa,Native,Annual,MASA,Forb
NMS-2010,20.0,0.0,Medium,madia sativa,Native,Annual,MASA,Forb
NMS-2010,24.0,0.0,Medium,madia sativa,Native,Annual,MASA,Forb
NMS-2010,24.0,4.0,Medium,madia sativa,Native,Annual,MASA,Forb
NMS-2010,28.0,8.0,Medium,madia sativa,Native,Annual,MASA,Forb
NMS-2010,28.0,12.0,Medium,madia sativa,Native,Annual,MASA,Forb
NMS-2010,32.0,0.0,Medium,madia sativa,Native,Annual,MASA,Forb
NMS-2010,32.0,4.0,Medium,madia sativa,Native,Annual,MASA,Forb
NUWO-2010,6.0,67.0,Low,marah fabaceus,,,,
NMS-2012,4.0,0.0,Low,marah fabaceus,,,,
NMS-2012,4.0,20.0,Low,marah fabaceus,,,,
NUWO-2011,4.3,64.0,Low,marah fabaceus,,,,
NUWO-2011,4.3,68.0,Low,marah fabaceus,,,,
NUWO-2011,4.3,140.0,Low,marah fabaceus,,,,
NUWO-2011,9.3,68.0,Low,marah fabaceus,,,,
NUWO-2012,5.0,65.0,Low,marah fabaceus,,,,
NUWO-2012,13.0,95.0,Low,marah fabaceus,,,,
SUDU-2008,1.0,25.0,Low,marah fabaceus,,,,
SUDU-2008,6.0,26.0,Low,marah fabaceus,,,,
SUDU-2008,10.0,25.0,Low,marah fabaceus,,,,
SUDU-2009,3.0,1.0,Low,marah fabaceus,,,,
SUDU-2009,4.0,3.0,Low,marah fabaceus,,,,
SUDU-2009,4.0,6.0,Low,marah fabaceus,,,,
SUDU-2009,5.0,1.0,Low,marah fabaceus,,,,
SUDU-2009,6.0,4.0,Low,marah fabaceus,,,,
SUDU-2009,12.0,4.0,Low,marah fabaceus,,,,
SUDU-2009,12.0,6.0,Low,marah fabaceus,,,,
SUDU-2009,14.0,8.0,Low,marah fabaceus,,,,
SUDU-2009,15.0,8.0,Low,marah fabaceus,,,,
SUDU-2009,16.0,4.0,Low,marah fabaceus,,,,
SUDU-2009,17.0,4.0,Low,marah fabaceus,,,,
SUDU-2009,20.0,1.0,Low,marah fabaceus,,,,
SUDU-2010,0.0,1.0,Low,marah fabaceus,,,,
SUDU-2010,0.0,7.0,Low,marah fabaceus,,,,
SUDU-2010,42.0,43.0,Low,marah fabaceus,,,,
SUDU-2010,54.0,7.0,Medium,marah fabaceus,,,,
SUDU-2010,60.0,25.0,Low,marah fabaceus,,,,
SUDU-2010,60.0,43.0,Medium,marah fabaceus,,,,
SUDU-2011,7.0,22.0,Low,marah fabaceus,,,,
SUDU-2011,21.0,8.0,Low,marah fabaceus,,,,
SUDU-2011,42.0,15.0,Medium,marah fabaceus,,,,
SUDU-2011,42.0,43.0,Low,marah fabaceus,,,,
SUDU-2011,56.0,15.0,Low,marah fabaceus,,,,
SUDU-2011,56.0,15.0,Medium,marah fabaceus,,,,
SUDU-2011,63.0,50.0,Medium,marah fabaceus,,,,
SUDU-2011,70.0,43.0,Low,marah fabaceus,,,,
SUDU-2012,7.0,0.0,Medium,marah fabaceus,,,,
SUDU-2012,7.0,14.0,Low,marah fabaceus,,,,
SUDU-2012,14.0,63.0,Low,marah fabaceus,,,,
SUDU-2012,14.0,42.0,Low,marah fabaceus,,,,
SUDU-2012,14.0,21.0,Low,marah fabaceus,,,,
SUDU-2012,21.0,42.0,Low,marah fabaceus,,,,
SUDU-2012,35.0,42.0,Low,marah fabaceus,,,,
SUDU-2012,42.0,42.0,Low,marah fabaceus,,,,
SUDU-2012,49.0,21.0,Low,marah fabaceus,,,,
SUDU-2012,49.0,35.0,Low,marah fabaceus,,,,
SUDU-2012,56.0,42.0,Medium,marah fabaceus,,,,
SUDU-2012,63.0,56.0,Low,marah fabaceus,,,,
SUDU-2012,63.0,49.0,Medium,marah fabaceus,,,,
SUDU-2012,70.0,49.0,Medium,marah fabaceus,,,,
SUDU-2012,70.0,35.0,Medium,marah fabaceus,,,,
SUDU-2012,77.0,14.0,Low,marah fabaceus,,,,
NUWO-2010,11.0,182.0,Low,melilotus indica,Exotic,Annual,MEIN,Forb
NMS-2010,80.0,28.0,Low,melilotus indica,Exotic,Annual,MEIN,Forb
NUWO-2011,9.3,168.0,Low,melilotus indica,Exotic,Annual,MEIN,Forb
NUWO-2011,9.3,172.0,Low,melilotus indica,Exotic,Annual,MEIN,Forb
SUDU-2012,35.0,14.0,Low,melilotus indica,Exotic,Annual,MEIN,Forb
NMS-2011,60.0,27.0,Low,medicago polymorpha,Exotic,Annual,MEPO,Forb
NMS-2011,52.0,23.0,Low,medicago polymorpha,Exotic,Annual,MEPO,Forb
NMS-2012,32.0,0.0,Low,medicago polymorpha,Exotic,Annual,MEPO,Forb
NMS-2012,56.0,0.0,Low,medicago polymorpha,Exotic,Annual,MEPO,Forb
NMS-2012,60.0,24.0,Low,medicago polymorpha,Exotic,Annual,MEPO,Forb
NMS-2012,64.0,0.0,Low,medicago polymorpha,Exotic,Annual,MEPO,Forb
NUWO-2011,4.3,164.0,Low,medicago polymorpha,Exotic,Annual,MEPO,Forb
NUWO-2011,4.3,172.0,Low,medicago polymorpha,Exotic,Annual,MEPO,Forb
NUWO-2011,4.3,184.0,Low,medicago polymorpha,Exotic,Annual,MEPO,Forb
NUWO-2012,1.0,10.0,Low,medicago polymorpha,Exotic,Annual,MEPO,Forb
NUWO-2012,1.0,25.0,Low,medicago polymorpha,Exotic,Annual,MEPO,Forb
NUWO-2012,1.0,75.0,Low,medicago polymorpha,Exotic,Annual,MEPO,Forb
NUWO-2012,1.0,85.0,Low,medicago polymorpha,Exotic,Annual,MEPO,Forb
NUWO-2012,1.0,120.0,Low,medicago polymorpha,Exotic,Annual,MEPO,Forb
NUWO-2012,1.0,155.0,Low,medicago polymorpha,Exotic,Annual,MEPO,Forb
NUWO-2012,1.0,180.0,Low,medicago polymorpha,Exotic,Annual,MEPO,Forb
NUWO-2012,5.0,155.0,Low,medicago polymorpha,Exotic,Annual,MEPO,Forb
NUWO-2012,5.0,180.0,Low,medicago polymorpha,Exotic,Annual,MEPO,Forb
NUWO-2012,9.0,170.0,Low,medicago polymorpha,Exotic,Annual,MEPO,Forb
NUWO-2010,1.0,112.0,Low,medicago polymorpha,Exotic,Annual,MEPO,Forb
NUWO-2010,1.0,127.0,Low,medicago polymorpha,Exotic,Annual,MEPO,Forb
NUWO-2010,1.0,147.0,Low,medicago polymorpha,Exotic,Annual,MEPO,Forb
NUWO-2010,1.0,162.0,Low,medicago polymorpha,Exotic,Annual,MEPO,Forb
NUWO-2010,1.0,172.0,Low,medicago polymorpha,Exotic,Annual,MEPO,Forb
NUWO-2010,1.0,177.0,Low,medicago polymorpha,Exotic,Annual,MEPO,Forb
NUWO-2010,1.0,182.0,Low,medicago polymorpha,Exotic,Annual,MEPO,Forb
NUWO-2010,1.0,187.0,Low,medicago polymorpha,Exotic,Annual,MEPO,Forb
NUWO-2010,16.0,62.0,Low,medicago polymorpha,Exotic,Annual,MEPO,Forb
NMS-2012,68.0,16.0,Low,mimulus aurantiacus,Native,Perennial,MIAU,Forb
NMS-2010,68.0,12.0,Low,mimulus aurantiacus,Native,Perennial,MIAU,Forb
NMS-2010,68.0,16.0,Low,mimulus aurantiacus,Native,Perennial,MIAU,Forb
NMS-2011,48.0,7.0,Medium,mimulus aurantiacus,Native,Perennial,MIAU,Forb
NMS-2010,68.0,12.0,Medium,mimulus aurantiacus,Native,Perennial,MIAU,Forb
NMS-2010,68.0,16.0,Medium,mimulus aurantiacus,Native,Perennial,MIAU,Forb
NMS-2010,68.0,20.0,Medium,mimulus aurantiacus,Native,Perennial,MIAU,Forb
NMS-2011,40.0,11.0,,mimulus aurantiacus,Native,Perennial,MIAU,Forb
NUWO-2012,5.0,150.0,Low,mimulus aurantiacus,Native,Perennial,MIAU,Forb
NUWO-2012,5.0,175.0,Low,mimulus aurantiacus,Native,Perennial,MIAU,Forb
NUWO-2012,5.0,20.0,Low,mimulus aurantiacus,Native,Perennial,MIAU,Forb
NUWO-2012,5.0,135.0,Low,mimulus aurantiacus,Native,Perennial,MIAU,Forb
SUDU-2008,14.0,15.0,Low,mimulus aurantiacus,Native,Perennial,MIAU,Forb
SUDU-2008,15.0,18.0,Low,mimulus aurantiacus,Native,Perennial,MIAU,Forb
SUDU-2008,19.0,18.0,Low,mimulus aurantiacus,Native,Perennial,MIAU,Forb
SUDU-2009,4.0,9.0,Low,mimulus aurantiacus,Native,Perennial,MIAU,Forb
SUDU-2009,20.0,25.0,Low,mimulus aurantiacus,Native,Perennial,MIAU,Forb
SUDU-2012,63.0,42.0,Medium,mimulus aurantiacus,Native,Perennial,MIAU,Forb
NUWO-2010,6.0,42.0,Low,oxalis incarnata,Exotic,Perennial,OXIN,Forb
NUWO-2012,5.0,0.0,Low,oxalis incarnata,Exotic,Perennial,OXIN,Forb
NUWO-2012,13.0,50.0,Low,oxalis incarnata,Exotic,Perennial,OXIN,Forb
NUWO-2012,13.0,55.0,Low,oxalis incarnata,Exotic,Perennial,OXIN,Forb
NUWO-2012,13.0,60.0,Low,oxalis incarnata,Exotic,Perennial,OXIN,Forb
NUWO-2012,13.0,70.0,Low,oxalis incarnata,Exotic,Perennial,OXIN,Forb
NUWO-2012,13.0,130.0,Low,oxalis incarnata,Exotic,Perennial,OXIN,Forb
NUWO-2012,9.0,70.0,Low,oxalis incarnata,Exotic,Perennial,OXIN,Forb
SUDU-2012,56.0,0.0,Low,oxalis incarnata,Exotic,Perennial,OXIN,Forb
NUWO-2012,1.0,110.0,Low,phacelia californica,,,,
NUWO-2012,1.0,185.0,Low,phacelia californica,,,,
SUDU-2009,19.0,16.0,Low,phacelia californica,,,,
NMS-2011,44.0,11.0,Low,phalaris paradoxa,Exotic,Annual,PHPA,Grass
NMS-2010,60.0,4.0,Low,phalaris paradoxa,Exotic,Annual,PHPA,Grass
NMS-2010,60.0,12.0,Low,phalaris paradoxa,Exotic,Annual,PHPA,Grass
NUWO-2010,1.0,122.0,High,pinus radiata,Exotic,Perennial,PIRA,Tree
NUWO-2010,6.0,117.0,High,pinus radiata,Exotic,Perennial,PIRA,Tree
NUWO-2010,6.0,122.0,High,pinus radiata,Exotic,Perennial,PIRA,Tree
NUWO-2010,6.0,127.0,High,pinus radiata,Exotic,Perennial,PIRA,Tree
NUWO-2010,6.0,152.0,High,pinus radiata,Exotic,Perennial,PIRA,Tree
NUWO-2010,11.0,42.0,High,pinus radiata,Exotic,Perennial,PIRA,Tree
NUWO-2010,11.0,112.0,High,pinus radiata,Exotic,Perennial,PIRA,Tree
NUWO-2010,11.0,117.0,High,pinus radiata,Exotic,Perennial,PIRA,Tree
NUWO-2010,11.0,122.0,High,pinus radiata,Exotic,Perennial,PIRA,Tree
NUWO-2010,11.0,127.0,High,pinus radiata,Exotic,Perennial,PIRA,Tree
NUWO-2010,11.0,132.0,High,pinus radiata,Exotic,Perennial,PIRA,Tree
NUWO-2010,16.0,52.0,High,pinus radiata,Exotic,Perennial,PIRA,Tree
NUWO-2010,16.0,57.0,High,pinus radiata,Exotic,Perennial,PIRA,Tree
NUWO-2010,16.0,62.0,High,pinus radiata,Exotic,Perennial,PIRA,Tree
NUWO-2010,16.0,67.0,High,pinus radiata,Exotic,Perennial,PIRA,Tree
NUWO-2010,16.0,117.0,High,pinus radiata,Exotic,Perennial,PIRA,Tree
NUWO-2011,4.3,128.0,SH,pinus radiata,Exotic,Perennial,PIRA,Tree
EAPO-2011,56.0,24.0,Low,pinus radiata,Exotic,Perennial,PIRA,Tree
EAPO-2011,56.0,24.0,Medium,pinus radiata,Exotic,Perennial,PIRA,Tree
EAPO-2011,56.0,24.0,High,pinus radiata,Exotic,Perennial,PIRA,Tree
EAPO-2011,56.0,36.0,Low,pinus radiata,Exotic,Perennial,PIRA,Tree
EAPO-2011,56.0,36.0,Medium,pinus radiata,Exotic,Perennial,PIRA,Tree
EAPO-2011,56.0,36.0,High,pinus radiata,Exotic,Perennial,PIRA,Tree
EAPO-2011,60.0,32.0,Medium,pinus radiata,Exotic,Perennial,PIRA,Tree
NMS-2011,32.0,27.0,Low,poa annua,Exotic,Annual,POAN,Grass
NUWO-2011,9.3,44.0,Low,poa annua,Exotic,Annual,POAN,Grass
NUWO-2011,9.3,116.0,Low,poa annua,Exotic,Annual,POAN,Grass
NUWO-2011,9.3,120.0,Low,poa annua,Exotic,Annual,POAN,Grass
NMS-2012,4.0,12.0,Low,polycarpon tetraphyllum,Exotic,Annual,POTE,Forb
NMS-2012,8.0,0.0,Low,polycarpon tetraphyllum,Exotic,Annual,POTE,Forb
NMS-2012,8.0,4.0,Low,polycarpon tetraphyllum,Exotic,Annual,POTE,Forb
NMS-2012,32.0,8.0,Low,polycarpon tetraphyllum,Exotic,Annual,POTE,Forb
NMS-2012,36.0,4.0,Low,polycarpon tetraphyllum,Exotic,Annual,POTE,Forb
NMS-2012,40.0,8.0,Low,polycarpon tetraphyllum,Exotic,Annual,POTE,Forb
NMS-2012,44.0,4.0,Low,polycarpon tetraphyllum,Exotic,Annual,POTE,Forb
NMS-2012,64.0,0.0,Low,polycarpon tetraphyllum,Exotic,Annual,POTE,Forb
NMS-2010,8.0,0.0,Low,polycarpon tetraphyllum,Exotic,Annual,POTE,Forb
NMS-2012,60.0,4.0,Medium,polycarpon tetraphyllum,Exotic,Annual,POTE,Forb
NMS-2012,8.0,20.0,Low,polygonum arenastrum,Exotic,Perennial,POAR,Forb
NMS-2012,28.0,0.0,Low,polygonum paronychia,,,,
NMS-2012,32.0,0.0,Low,polygonum paronychia,,,,
SUDU-2008,15.0,2.0,Low,polygonum paronychia,,,,
SUDU-2009,8.0,16.0,Low,polygonum paronychia,,,,
SUDU-2010,6.0,7.0,Low,polygonum paronychia,,,,
SUDU-2010,12.0,43.0,Low,polygonum paronychia,,,,
NMS-2012,64.0,4.0,Low,raphanus sativus,Exotic,Annual,RASA,Forb
NMS-2010,44.0,24.0,Low,raphanus sativus,Exotic,Annual,RASA,Forb
NMS-2012,64.0,4.0,Medium,raphanus sativus,Exotic,Annual,RASA,Forb
NUWO-2011,14.3,72.0,Low,raphanus sativus,Exotic,Annual,RASA,Forb
NUWO-2010,16.0,2.0,Low,raphanus sativus,Exotic,Annual,RASA,Forb
EAPO-2011,0.0,0.0,Low,raphanus sativus,Exotic,Annual,RASA,Forb
EAPO-2011,16.0,12.0,Low,raphanus sativus,Exotic,Annual,RASA,Forb
EAPO-2011,20.0,4.0,Low,raphanus sativus,Exotic,Annual,RASA,Forb
EAPO-2011,24.0,4.0,Low,raphanus sativus,Exotic,Annual,RASA,Forb
EAPO-2011,28.0,4.0,Low,raphanus sativus,Exotic,Annual,RASA,Forb
EAPO-2011,28.0,4.0,Medium,raphanus sativus,Exotic,Annual,RASA,Forb
EAPO-2011,28.0,8.0,Medium,raphanus sativus,Exotic,Annual,RASA,Forb
EAPO-2011,32.0,4.0,Low,raphanus sativus,Exotic,Annual,RASA,Forb
EAPO-2011,32.0,4.0,Medium,raphanus sativus,Exotic,Annual,RASA,Forb
EAPO-2011,32.0,8.0,Low,raphanus sativus,Exotic,Annual,RASA,Forb
EAPO-2011,40.0,32.0,Low,raphanus sativus,Exotic,Annual,RASA,Forb
EAPO-2011,48.0,4.0,Low,raphanus sativus,Exotic,Annual,RASA,Forb
SUDU-2009,1.0,16.0,Low,raphanus sativus,Exotic,Annual,RASA,Forb
NMS-2012,60.0,20.0,Low,ribes sanguineum,Native,Perennial,RISA,Shrub
NMS-2012,64.0,4.0,Low,ribes sanguineum,Native,Perennial,RISA,Shrub
NMS-2012,60.0,20.0,Medium,ribes sanguineum,Native,Perennial,RISA,Shrub
NUWO-2012,5.0,0.0,Low,ribes sanguineum,Native,Perennial,RISA,Shrub
NUWO-2012,5.0,105.0,Low,ribes sanguineum,Native,Perennial,RISA,Shrub
NUWO-2012,13.0,95.0,Low,ribes sanguineum,Native,Perennial,RISA,Shrub
NUWO-2010,6.0,107.0,Medium,ribes sanguineum,Native,Perennial,RISA,Shrub
NUWO-2010,6.0,107.0,Low,ribes sanguineum,Native,Perennial,RISA,Shrub
NMS-2012,64.0,20.0,Low,rubus ursinus,Native,Perennial,RUUR,Shrub
NMS-2010,72.0,24.0,Low,rubus ursinus,Native,Perennial,RUUR,Shrub
NMS-2010,80.0,16.0,Low,rubus ursinus,Native,Perennial,RUUR,Shrub
NUWO-2010,1.0,97.0,Low,rubus ursinus,Native,Perennial,RUUR,Shrub
NUWO-2010,6.0,92.0,Low,rubus ursinus,Native,Perennial,RUUR,Shrub
NUWO-2010,6.0,102.0,Low,rubus ursinus,Native,Perennial,RUUR,Shrub
NUWO-2010,6.0,137.0,Low,rubus ursinus,Native,Perennial,RUUR,Shrub
NUWO-2011,4.3,96.0,Low,rubus ursinus,Native,Perennial,RUUR,Shrub
NUWO-2011,4.3,100.0,Low,rubus ursinus,Native,Perennial,RUUR,Shrub
NUWO-2011,4.3,104.0,Low,rubus ursinus,Native,Perennial,RUUR,Shrub
NUWO-2011,4.3,144.0,Low,rubus ursinus,Native,Perennial,RUUR,Shrub
NUWO-2011,4.3,160.0,Low,rubus ursinus,Native,Perennial,RUUR,Shrub
NUWO-2012,1.0,90.0,Low,rubus ursinus,Native,Perennial,RUUR,Shrub
NUWO-2012,1.0,95.0,Low,rubus ursinus,Native,Perennial,RUUR,Shrub
NUWO-2012,1.0,100.0,Low,rubus ursinus,Native,Perennial,RUUR,Shrub
NUWO-2012,5.0,5.0,Low,rubus ursinus,Native,Perennial,RUUR,Shrub
NUWO-2012,5.0,95.0,Low,rubus ursinus,Native,Perennial,RUUR,Shrub
NUWO-2012,5.0,100.0,Low,rubus ursinus,Native,Perennial,RUUR,Shrub
NUWO-2012,5.0,110.0,Low,rubus ursinus,Native,Perennial,RUUR,Shrub
NUWO-2012,5.0,140.0,Low,rubus ursinus,Native,Perennial,RUUR,Shrub
NUWO-2012,9.0,95.0,Low,rubus ursinus,Native,Perennial,RUUR,Shrub
NUWO-2011,4.3,92.0,Low,rubus ursinus,Native,Perennial,RUUR,Shrub
NUWO-2012,1.0,95.0,Medium,rubus ursinus,Native,Perennial,RUUR,Shrub
NUWO-2011,4.3,92.0,Medium,rubus ursinus,Native,Perennial,RUUR,Shrub
EAPO-2011,0.0,12.0,Low,rubus ursinus,Native,Perennial,RUUR,Shrub
EAPO-2011,4.0,0.0,Low,rubus ursinus,Native,Perennial,RUUR,Shrub
EAPO-2011,4.0,24.0,Low,rubus ursinus,Native,Perennial,RUUR,Shrub
EAPO-2011,4.0,24.0,Medium,rubus ursinus,Native,Perennial,RUUR,Shrub
EAPO-2011,4.0,28.0,Low,rubus ursinus,Native,Perennial,RUUR,Shrub
EAPO-2011,4.0,28.0,Medium,rubus ursinus,Native,Perennial,RUUR,Shrub
